CARO0224;C-1M²;2500.00;2500.00;1.00
CARO0225;C-1M²;2500.00;2500.00;1.00
CARO0226;C-1M²;2500.00;2500.00;1.00
CARO0227;C-1M²;2500.00;2500.00;1.00
CARO0228;C-1M²;2500.00;2500.00;1.00
CARO0229;C-1M²;2500.00;2500.00;1.00
CARO0230;C-1M²;2500.00;2500.00;1.00
CARO0231;C-1M²;2500.00;2500.00;1.00
CARO0232;C-1M²;2500.00;2500.00;1.00
CARO0233;C-1M²;3300.00;3540.00;1.00
CARO0234;C-1M²;2500.00;2500.00;1.00
CARO0235;C-1M²;2500.00;2500.00;1.00
CARO0236;C-1M²;2500.00;2500.00;1.00
CARO0237;C-1M²;2400.00;2400.00;1.00
CARO0238;C-1M²;4400.00;4400.00;1.00
CARO0239;C-1M²;4400.00;4400.00;1.00
CARO0240;C-1M²;2600.00;2600.00;1.00
CARO0241;C-1M²;2600.00;2600.00;1.00
CARO0242;C-1M²;2400.00;2400.00;1.00
CARO0243;C-1M²;2400.00;2400.00;1.00
CARO0244;C-1M²;2400.00;2400.00;1.00
CARO0245;C-1M²;2550.00;2550.00;1.00
CARO0246;C-1M²;2550.00;2550.00;1.00
CARO0247;C-1M²;3400.00;2550.00;1.00
CARO0248;C-1M²;2100.00;2100.00;1.00
CARO0249;C-1M²;2100.00;2100.00;1.00
CARO0250;C-1M²;2100.00;2100.00;1.00
CARO0251;C-1M²;2100.00;2100.00;1.00
CARO0252;C-1M²;2100.00;2100.00;1.00
CARO0253;C-1M²;2100.00;2100.00;1.00
CARO0254;C-1M²;2100.00;2100.00;1.00
CARO0255;C-1M²;2100.00;2100.00;1.00
CARO0256;C-1M²;2100.00;2100.00;1.00
CARO0257;C-1M²;2100.00;2100.00;1.00
CARO0258;C-1M²;2100.00;2100.00;1.00
CARO0259;C-1M²;2100.00;2100.00;1.00
CARO0260;C-1M²;2100.00;2100.00;1.00
CARO0261;C-1M²;2100.00;2100.00;1.00
CARO0262;C-1M²;2100.00;2100.00;1.00
CARO0263;C-1M²;2900.00;2900.00;1.00
CARO0264;C-1M²;4650.00;4650.00;1.00
CARO0265;C-1M²;4650.00;4650.00;1.00
CARO0266;C-1M²;4650.00;4650.00;1.00
CARO0267;C-1M²;5300.00;5300.00;1.00
CARO0268;C-1M²;5300.00;5300.00;1.00
CARO0269;C-1M²;3500.00;3500.00;1.00
CARO0269;PIECE;500.00;500.00;0.10
CARO0270;C-1M²;3500.00;3500.00;1.00
CARO0270;PIECE;500.00;500.00;1.00
CARO0271;C-1M²;3500.00;3500.00;1.00
CARO0271;PIECE;500.00;500.00;0.10
CARO0272;C-1M²;3500.00;3500.00;1.00
CARO0272;PIECE;500.00;500.00;0.10
CARO0273;C-1M²;3500.00;3500.00;1.00
CARO0273;PIECE;500.00;500.00;1.00
CARO0274;C-1M²;15000.00;3501.00;1.00
CARO0274;PIECE;500.00;500.00;0.10
CARO0275;C-1M²;2600.00;2600.00;1.00
